,keypoint_coords,keypoint_scores
1085,"[[112.93795407095621, 492.37458772066105], [89.18890190124512, 500.0321887440659], [88.68820516453233, 485.9247308028372], [95.68512669274973, 515.2476888410213], [94.29789774916892, 446.3066429612739], [174.7021676884141, 540.562195116253], [181.42948576461438, 391.9679398057563], [322.6742984860442, 583.384213607277], [319.98499883607377, 317.7695782675127], [383.2458346167276, 556.0880611729964], [411.5153648908748, 356.0885868346292], [413.9792455850646, 518.6375463750373], [394.2404495948969, 421.322036086087], [596.0371433967767, 539.8578318910736], [566.708359917929, 419.24503892232354], [708.8700566402701, 530.1073109019886], [717.7651935399965, 418.8958214572742]]","[0.9182137846946716, 0.7314871549606323, 0.9033878445625305, 0.49205124378204346, 0.6637027263641357, 0.9465765953063965, 0.9975253343582153, 0.866232693195343, 0.8419176936149597, 0.313210129737854, 0.8834964036941528, 0.9884731769561768, 0.8983935117721558, 0.9768539071083069, 0.9931558966636658, 0.9168447256088257, 0.9374690055847168]"
1086,"[[145.7881684414176, 493.94086664373225], [90.04189990287604, 502.30715810967405], [91.27330249963805, 484.92748059724505], [92.53157292964846, 516.0899009887112], [94.64371451666189, 452.19178122196473], [176.38769611092502, 550.0241045062052], [177.75385594922443, 393.89210386139354], [325.92845171551375, 584.572792235744], [322.3180825876635, 320.4525596217105], [380.1833504078, 557.6430266895933], [390.96105123120685, 360.60164894213517], [409.0353642840718, 527.3425409782446], [416.5465192129446, 433.98363907371413], [602.1785828789999, 539.6558376476526], [580.5997154768123, 420.2449583208732], [713.7889620758766, 526.6775848534689], [720.356606882672, 419.2413271671277]]","[0.7489789128303528, 0.6582916975021362, 0.8776071071624756, 0.4531341791152954, 0.6379374861717224, 0.938616156578064, 0.997154712677002, 0.8527783155441284, 0.8441343307495117, 0.3249582052230835, 0.7499819993972778, 0.9751287698745728, 0.9890259504318237, 0.9702001810073853, 0.9764631390571594, 0.8980900049209595, 0.925887942314148]"
1087,"[[136.1813744833303, 520.6413714395186], [82.21004894167878, 527.6180928061453], [83.35193303573963, 511.9678522867449], [71.19807793373286, 495.52803879149224], [89.2440941389217, 461.0872084330143], [179.6705524533294, 560.5446496990879], [172.1040446702824, 405.0946424566388], [328.92389270871183, 585.8313718366851], [314.91531859996707, 321.21386368308913], [395.5301496816236, 560.328246486244], [382.73794005637944, 372.9470635373056], [407.87528800964355, 530.1205283717105], [412.27730042435405, 437.5663384980562], [597.6353090419326, 537.8546230188397], [580.0347737157068, 425.80603786632776], [710.9279854353084, 533.0815628270783], [715.4166969033175, 420.1560017708956]]","[0.7687678933143616, 0.625994086265564, 0.9028780460357666, 0.41556626558303833, 0.7108941078186035, 0.9375053644180298, 0.9960702657699585, 0.849339485168457, 0.8814421892166138, 0.29013270139694214, 0.7604435682296753, 0.9746097326278687, 0.9843273162841797, 0.9632748961448669, 0.9691689610481262, 0.9076734781265259, 0.9319090843200684]"
1088,"[[139.6135411816974, 526.6037965619392], [77.44223953956782, 495.641143652811], [84.03715765753458, 511.3680081162156], [88.56710662398228, 530.2007268148176], [92.8346877541653, 472.76343240692285], [178.88466537830442, 562.0589056425688], [173.89147323785826, 407.13398764578346], [338.02152607052824, 586.7168882817173], [313.030046241228, 333.4672174043062], [391.6401503806891, 571.9930752840909], [404.43152857935706, 383.18118738785887], [418.80631499512253, 528.7014697499252], [420.6999344908914, 435.97993257513457], [604.37741643329, 534.2873546837619], [588.0001111585041, 423.5670347076854], [712.5318450927734, 518.1318511232805], [716.6651941343796, 416.3483308490954]]","[0.6697276830673218, 0.6497563719749451, 0.8563054800033569, 0.3580421805381775, 0.6872380971908569, 0.9292189478874207, 0.9953098297119141, 0.7932864427566528, 0.7690792083740234, 0.2851826250553131, 0.7934696674346924, 0.968525230884552, 0.9846707582473755, 0.9581813812255859, 0.9769635796546936, 0.8918641209602356, 0.9218493700027466]"
1089,"[[145.07246132784113, 520.0030780408941], [88.82316396402759, 523.7183551697069], [92.8786053435747, 509.98507412997157], [95.02469999845638, 551.0818642064145], [99.91373706418415, 470.73132382625596], [194.94234697208847, 568.9952664169969], [174.35500615142112, 418.0991374476675], [335.6844237571539, 588.4427712636701], [307.1256389174351, 344.1843980122981], [378.05140890077104, 550.4662034614234], [385.0093911636707, 391.8872654380981], [412.58787682999014, 529.6743409371262], [404.46963090674825, 437.13665975908344], [585.4841891444007, 535.7094212582236], [564.0877411420955, 426.96923068835974], [711.4962655000909, 522.481017774372], [715.7491573067599, 421.61950508373207]]","[0.737888753414154, 0.7209171652793884, 0.9184519052505493, 0.3663664162158966, 0.6952884197235107, 0.9512386322021484, 0.9950248003005981, 0.8031060695648193, 0.8703851699829102, 0.26710420846939087, 0.6299686431884766, 0.9743677377700806, 0.984470546245575, 0.9579169750213623, 0.9888930320739746, 0.9039453268051147, 0.9263217449188232]"
1090,"[[138.15176728714346, 536.892530815453], [91.45508573221606, 524.0062892494019], [91.31152292739513, 520.2806361440266], [92.19353110291237, 523.0059960470245], [100.35599931450777, 477.6054009980562], [198.32957254454146, 567.3238770699387], [174.05237947508346, 421.1865993664025], [333.4532779427462, 589.1485091944061], [315.8239166792049, 354.3211693284614], [375.25792268265127, 553.6353824013158], [395.44959578403206, 391.92983234898327], [415.35284102240274, 534.7634055397727], [408.237404202306, 445.3883763363487], [595.8406464332758, 548.6248487262635], [580.7919198856797, 432.2375517484674], [717.0310092305028, 536.7384097450658], [721.1444182063258, 420.7494153474507]]","[0.7611572742462158, 0.6439133286476135, 0.9238492250442505, 0.23654872179031372, 0.742316484451294, 0.9313709735870361, 0.9953516721725464, 0.7879105806350708, 0.8343691825866699, 0.27507445216178894, 0.49031153321266174, 0.9771220684051514, 0.9833179712295532, 0.9713713526725769, 0.9719498753547668, 0.9096329212188721, 0.9342816472053528]"
1091,"[[130.0102870852448, 551.0728812331788], [88.29676386367443, 534.1336161782297], [84.11356072093166, 527.4856377560557], [90.17047498392505, 523.878477543735], [101.27144721496937, 514.4538784483403], [177.06372150155002, 507.69630103590384], [170.23846200455068, 431.44564541903407], [334.2117783302485, 594.5208010148774], [312.75200963574787, 356.7306328732431], [382.69574515764106, 556.8463339189593], [394.83088843767035, 389.16981674267345], [409.9001361048499, 531.8311861029082], [413.56500855157543, 447.04127553547397], [599.4408809750579, 543.9370917361318], [576.5155087848043, 431.27592972020784], [716.0106677343679, 528.5150934976824], [711.1501684410628, 423.7834583629261]]","[0.668563187122345, 0.4531048536300659, 0.695540189743042, 0.17702814936637878, 0.6795054078102112, 0.9100390672683716, 0.9905859231948853, 0.7452896237373352, 0.8508917093276978, 0.26201558113098145, 0.3971533179283142, 0.9825577139854431, 0.9850476980209351, 0.959540605545044, 0.955536961555481, 0.8980050086975098, 0.9146870374679565]"
1092,"[[131.31241447981014, 545.6492680453798], [91.35903391727182, 532.1521872196471], [88.75215572534606, 513.9165237645783], [93.670775358067, 538.4491054407147], [97.2500258268312, 487.2620285983291], [173.7168390140977, 562.8170615748355], [173.83311591037486, 429.1145112982207], [329.6261332312296, 603.2600848184248], [316.18275283103765, 356.3530121579695], [400.4302629870038, 578.4873560855264], [399.6435381867165, 403.28452078349284], [421.66734163151233, 539.4674755625748], [416.0229566707168, 442.95983127429724], [585.9228800396587, 550.0173001084031], [573.8865631458372, 439.41441294108853], [714.0433014492656, 536.1961722488038], [712.3202123863753, 426.80293179014654]]","[0.7239158153533936, 0.6776397228240967, 0.7806141376495361, 0.253921777009964, 0.6794604063034058, 0.8973566293716431, 0.9921965599060059, 0.8290324211120605, 0.8539791107177734, 0.455074667930603, 0.4300435185432434, 0.8674280643463135, 0.9836679697036743, 0.9582480192184448, 0.9573802947998047, 0.9142412543296814, 0.9174952507019043]"
1093,"[[133.28581805561865, 556.9046648381429], [91.83528545290925, 544.6103416333358], [89.82316700247831, 519.4110603880084], [101.21959643031276, 563.693421286259], [103.32213567024054, 487.33986083400305], [175.39669861904412, 567.7810946377841], [180.60440826416016, 436.4915093964937], [327.40171441366505, 607.0316865911894], [321.59488003752955, 365.5445007616253], [407.1126903267794, 598.6006244860197], [379.39110165973045, 407.1755032334031], [421.8140557477641, 546.4369720020933], [420.3732826571132, 444.84648344049043], [581.8026165185972, 539.4422087600927], [572.1285746374796, 446.49380770596593], [717.5838653874952, 539.8819948041267], [734.7150493887968, 452.82790188584033]]","[0.7479038834571838, 0.811873197555542, 0.8637216091156006, 0.26924294233322144, 0.7349573969841003, 0.8890470266342163, 0.9944263696670532, 0.8484185934066772, 0.8373085260391235, 0.6227647662162781, 0.6530371904373169, 0.9884668588638306, 0.9844279885292053, 0.9754791259765625, 0.96243816614151, 0.9263421297073364, 0.6777178049087524]"
1094,"[[94.83928399862245, 548.6274624327153], [81.26544284820557, 550.6112159838517], [79.88037750332855, 519.9569483122757], [93.40446690625923, 570.1469282670455], [95.23064814057462, 484.00535400974695], [167.0317032392635, 578.9007422342255], [177.47877657690714, 441.0693125747608], [325.36073853248774, 612.2140502929688], [313.96671126609624, 395.9060420716208], [407.92333123850267, 605.8843789716657], [407.85334023763966, 396.91076871881074], [432.84451930467475, 557.7394855992076], [410.73400578387947, 447.159698340311], [596.197775641153, 543.9526484001196], [579.966722710188, 454.29421164772725], [723.6565673074057, 544.8112991552033], [742.0689166756564, 463.7454209031101]]","[0.9737852215766907, 0.8743925094604492, 0.8938239812850952, 0.3618593215942383, 0.7915045022964478, 0.8589112758636475, 0.9938476085662842, 0.8488125801086426, 0.6111016273498535, 0.6870133876800537, 0.9037108421325684, 0.9930480122566223, 0.9634751081466675, 0.9834024310112, 0.9613100290298462, 0.938069224357605, 0.7000873684883118]"
1095,"[[106.34996952705606, 550.2733732524671], [81.40294946626176, 553.8664048482357], [80.8574060839276, 526.7329662268241], [87.38783510341202, 561.7812978936154], [94.7491765687632, 485.9210811049174], [192.59390702358513, 596.8046153675426], [169.97734681950058, 455.9031217292165], [325.5284221560456, 616.8702223198266], [322.8425615887309, 371.7699961685108], [398.65593096267344, 608.0323375355114], [404.0490660556527, 401.05212343936904], [428.94230724489967, 563.163008256392], [403.528487516004, 449.70929743570576], [590.442203122516, 545.3780295632102], [571.5428976014604, 449.6235269792913], [719.9365286050842, 544.2672130821994], [735.4271536538768, 456.25193910735646]]","[0.930946946144104, 0.8644880056381226, 0.9085279703140259, 0.4117918610572815, 0.7820981740951538, 0.9695731401443481, 0.974125862121582, 0.8719852566719055, 0.8810679912567139, 0.8983873128890991, 0.9051405787467957, 0.9932290315628052, 0.9611591100692749, 0.9801303148269653, 0.952507495880127, 0.9358866214752197, 0.6885610222816467]"
1096,"[[96.31399539459584, 543.3649236505681], [68.53230072731196, 555.8272687556071], [69.73351687054301, 520.6546648381429], [76.13980980806572, 567.5487010901054], [83.38236356336017, 485.6911172821191], [185.87181685691655, 608.863510788913], [170.90851309133132, 461.9489313883074], [334.09054121860237, 609.2499918230412], [320.614577714787, 381.7136043566836], [397.36337757110596, 616.8571917520186], [406.66601899612783, 403.5726534464713], [430.07470984791604, 571.2758304285661], [405.1801195588223, 451.95974833657294], [593.5174484696499, 548.8379023063696], [578.1181779905808, 455.52844179874404], [723.9608883303265, 547.0728473572069], [737.932040369788, 456.35467091245516]]","[0.9552168846130371, 0.9183158874511719, 0.9253590106964111, 0.5719829797744751, 0.8092460632324219, 0.9766793251037598, 0.9750734567642212, 0.6298063397407532, 0.8843892812728882, 0.921306312084198, 0.9061681032180786, 0.9945855140686035, 0.9564443826675415, 0.985579788684845, 0.9569824934005737, 0.9440697431564331, 0.7383079528808594]"
1097,"[[123.76773479372956, 530.6555409408643], [67.24960163027741, 555.7530278110048], [64.4263635679733, 528.9869887064518], [69.88881097837937, 565.6645355954695], [88.64554258834484, 453.3801327938098], [181.85140325856764, 605.7769132915296], [172.7768545816111, 424.58134555360346], [336.47026044268944, 612.1693354702452], [326.2801451572152, 384.3904515316612], [396.8493150223133, 615.5659623579545], [400.306726854901, 409.7100800874701], [431.0871748369794, 569.2151579788427], [422.02782872804374, 464.83055589301733], [592.8443582667861, 545.9488951760616], [577.1534019292787, 457.3448363673744], [724.1714754548184, 544.3427214554052], [738.6403402284135, 466.8992154792165]]","[0.8991732597351074, 0.9184707403182983, 0.9764696359634399, 0.5550105571746826, 0.34219449758529663, 0.97630375623703, 0.9528577327728271, 0.6390537023544312, 0.881382405757904, 0.938747763633728, 0.9167524576187134, 0.9938845038414001, 0.9887676239013672, 0.9823923110961914, 0.9515558481216431, 0.9359444975852966, 0.7224345207214355]"
1098,"[[117.30412381194358, 535.9937107505981], [58.08797046750091, 557.1362684332013], [57.34557896991109, 525.1506312612141], [94.48154618019282, 553.1348941200658], [95.55166146921557, 514.8251211358029], [182.2838962466218, 599.3290060673033], [172.1126833183821, 425.1921818929426], [321.1748962402344, 623.4483753551136], [332.39150841291564, 385.1125061911259], [395.1759619601937, 617.4521063845693], [366.87935363414675, 432.8536826685855], [432.39842272913734, 574.6447739304538], [425.9886995664863, 467.79040176902663], [603.8181056976318, 553.1320321845095], [590.6769457085188, 465.30790922174043], [728.2857630973639, 547.7941836124402], [726.6371008850807, 448.01449424342104]]","[0.9267324209213257, 0.8966902494430542, 0.9381440877914429, 0.24862924218177795, 0.7517803907394409, 0.9678343534469604, 0.9589941501617432, 0.855216383934021, 0.8522267937660217, 0.8183807134628296, 0.9200731515884399, 0.9944483041763306, 0.9889341592788696, 0.9859486818313599, 0.9346917271614075, 0.9291162490844727, 0.8679996132850647]"
1099,"[[71.03081632214924, 549.257935154381], [51.808356706486194, 560.0962165211947], [50.64629319656727, 525.7780901895186], [63.48838526703591, 569.0895263087807], [73.25205115384834, 482.25528625780316], [159.2358634416447, 566.8168910268391], [176.6006043012752, 450.77153110047846], [319.93096870599794, 630.6500185733777], [326.48894660417426, 385.4352332302258], [393.1197716025419, 616.5282093394886], [369.31533902190455, 438.7853945499402], [432.7016414819762, 577.1689091002542], [411.8634924888611, 460.92911277661483], [600.6865469466809, 546.7285973945873], [579.0045165128487, 465.62407717180025], [724.0176079994025, 547.782624897204], [740.7217032853947, 469.72693630382776]]","[0.9860865473747253, 0.9106472134590149, 0.9493565559387207, 0.4233057200908661, 0.8487139940261841, 0.05086410045623779, 0.994794487953186, 0.8522230386734009, 0.8828406929969788, 0.8888756036758423, 0.929269552230835, 0.9942281246185303, 0.9357954263687134, 0.7003845572471619, 0.928462564945221, 0.9323943257331848, 0.7474902868270874]"
1100,"[[107.40571328096613, 525.7235615561453], [54.635251156119416, 555.3970147091807], [51.64703475597293, 522.8926517176286], [88.09933941863304, 548.7915535520709], [70.19608608511992, 480.13144242136104], [180.16509379897008, 598.1998410749663], [167.11257836985035, 430.47473086124404], [320.36507415771484, 623.8393624775717], [325.02590037501136, 387.54693245773683], [393.27609239622603, 613.6959269400419], [411.81892377276756, 409.43831010298294], [431.7831387187159, 576.8557235498748], [424.7003442492596, 468.3102636017868], [607.3957059106161, 558.3353084582461], [585.5448643883993, 456.1637681294856], [727.3507609256478, 548.4525280820126], [714.3498868498691, 434.25746205891147]]","[0.9271562099456787, 0.9203085899353027, 0.9777010679244995, 0.2605891227722168, 0.8437478542327881, 0.9702131748199463, 0.9676030874252319, 0.8669100999832153, 0.904251217842102, 0.8274786472320557, 0.9130389094352722, 0.9944441318511963, 0.988909125328064, 0.9850537180900574, 0.9308739900588989, 0.926314115524292, 0.9173417091369629]"
1101,"[[104.71107864379883, 524.8342997719797], [52.340362637542015, 554.8638536371112], [49.840187338895575, 519.8881333638607], [65.04250105037246, 568.1893599660773], [69.86949920654297, 479.1658166036651], [179.899188463078, 595.9255382775119], [167.03010337297306, 429.2865194658343], [319.66542869390446, 630.3700657894736], [325.14604151526163, 384.21921433444226], [405.5978059103323, 621.4974347712321], [407.87160012888353, 415.777999658904], [428.11802180423297, 577.832739433033], [418.03626478550046, 471.04529567882776], [598.1562481813653, 560.1296047959031], [576.2867908921353, 466.43897535698267], [726.7320031897966, 548.4034488075658], [733.8771225685297, 467.09577204508076]]","[0.9456136226654053, 0.9314001798629761, 0.9822084903717041, 0.4799012541770935, 0.868222713470459, 0.9716469645500183, 0.9682962894439697, 0.8661019802093506, 0.8961693048477173, 0.7843542098999023, 0.901684582233429, 0.9945003986358643, 0.9884064197540283, 0.9830602407455444, 0.909218430519104, 0.9322065114974976, 0.7188639640808105]"
1102,"[[106.92187340314999, 526.0682437294408], [51.39219621170399, 559.6898829994019], [48.1027577422386, 526.2726122112365], [65.7890906223031, 569.2111308266672], [68.84466517248819, 479.04306585138494], [180.97000290626704, 602.2809173730002], [165.52103264387264, 426.17108066686603], [319.3298724862032, 632.1070358057342], [323.23747661501864, 382.22915722422624], [404.4433086971904, 627.3333711030951], [415.6232798376749, 411.0597046482506], [429.84703596248187, 579.3712050150456], [423.72818150215375, 470.67385440808164], [608.8057219261347, 550.5450410249701], [583.0872083708298, 465.86835213255085], [734.5865660323653, 546.419966848273], [735.2190962392231, 446.3243489972712]]","[0.9498181343078613, 0.9226841926574707, 0.9807416200637817, 0.4762709140777588, 0.873539924621582, 0.9724054932594299, 0.966806173324585, 0.8577120900154114, 0.8893241286277771, 0.8589240312576294, 0.8935110569000244, 0.9948903322219849, 0.9884659051895142, 0.6931301355361938, 0.9319969415664673, 0.919749915599823, 0.8710068464279175]"
1103,"[[92.740986136503, 516.6085129149222], [48.35084409491961, 550.3813616738936], [44.6570614659509, 513.579376074686], [57.92837435700173, 564.5401103188547], [63.92808395208315, 476.3037343002392], [176.5502966947334, 595.1793411473908], [140.18546188709348, 481.92270671351673], [315.3258543679881, 634.3064829265102], [291.84199656996617, 398.22498814340986], [379.0750052429909, 625.7830606122907], [409.21999137346137, 415.5479672080592], [428.2088898004488, 578.1131120161576], [422.4810447627029, 473.32880777605413], [602.0102851335392, 561.6716770007849], [577.2717290479084, 469.28025241103467], [730.7429711208787, 546.6534014980189], [737.0320840879929, 464.3411240281101]]","[0.9442280530929565, 0.9347118139266968, 0.9803321957588196, 0.5138277411460876, 0.8600962162017822, 0.9747432470321655, 0.30750855803489685, 0.8732233047485352, 0.9837461709976196, 0.8824824094772339, 0.9038817882537842, 0.9946447610855103, 0.9875943660736084, 0.9872561097145081, 0.8972397446632385, 0.9199463129043579, 0.6925275921821594]"
1104,"[[83.90249962030455, 517.9918148643092], [45.9812090674112, 549.8451984898326], [42.846390746360605, 511.94453043230413], [55.64082380782726, 564.9876089871785], [62.26998945724132, 476.45550449499103], [175.9189226904581, 594.2232619290146], [139.31979565287745, 480.5711605674342], [311.91315690861194, 634.2725777511962], [323.9424759620844, 386.74904818740185], [410.1818700391193, 628.9014022316088], [396.36768598334737, 410.56244918604216], [420.85276285992114, 579.1136527175538], [413.8410185547762, 474.74614047547846], [592.7600723976312, 557.7248021175986], [569.2650974184968, 469.38374350515846], [730.0050532651502, 545.999127985758], [734.8728188803029, 467.0305607991926]]","[0.9522354602813721, 0.9404733777046204, 0.9816039204597473, 0.5058621764183044, 0.869627833366394, 0.975669264793396, 0.3620555102825165, 0.8794406056404114, 0.9096294641494751, 0.809929370880127, 0.91526198387146, 0.9950075149536133, 0.9876919984817505, 0.9848960638046265, 0.9086501598358154, 0.9253493547439575, 0.7222161889076233]"
1105,"[[82.65550462589708, 509.20331307005085], [46.97048071927803, 541.8785686584181], [45.933918531550916, 506.21042644007923], [50.42047269954238, 557.8729131233179], [64.57637937678848, 473.88968581788276], [169.67236443453058, 577.2919088117244], [138.60834645116051, 475.95618727104517], [318.3718801099201, 623.6598723927183], [284.37467419823935, 398.6125978898774], [410.7675407764524, 626.1149516858553], [401.07956935084144, 408.0723812705592], [420.1340512730355, 572.890184028297], [419.05711253853735, 463.5230426697069], [606.3450567112412, 559.7741465591357], [576.2884096544842, 459.2800888718601], [728.1843164577041, 537.5975627990431], [734.9822648514149, 457.53249172959033]]","[0.9389044046401978, 0.9111068844795227, 0.9736682176589966, 0.49899667501449585, 0.8402933478355408, 0.9727264642715454, 0.35940849781036377, 0.9004051685333252, 0.9789162874221802, 0.7143176794052124, 0.9119910597801208, 0.9948866367340088, 0.9876435399055481, 0.9876664876937866, 0.9345861673355103, 0.8995835185050964, 0.7073793411254883]"
1106,"[[81.38578397174214, 509.91507060219794], [46.45868097349655, 543.4993411707536], [42.56621888626454, 506.072723534689], [46.84094193924305, 558.9261024876645], [60.836619488028596, 470.70338491047397], [171.41318272435387, 583.5243389366916], [139.67606194074764, 471.1969140157745], [318.9612355786701, 628.0125551360646], [286.41496352262277, 395.14800842869226], [381.9541095023932, 624.5547237122458], [401.73346115822017, 403.77798856160285], [420.7934772635615, 575.7317969217255], [418.48030641467074, 465.405121579695], [614.5800298868223, 560.1224324349581], [579.2916547198629, 459.31826358776914], [735.4617023412571, 538.9536705199612], [737.3565168158952, 452.60332755494915]]","[0.9433499574661255, 0.9155884385108948, 0.9738196730613708, 0.49205583333969116, 0.8415496349334717, 0.9744017720222473, 0.311503529548645, 0.8965170383453369, 0.9800946712493896, 0.8350628614425659, 0.9045145511627197, 0.9949195384979248, 0.98722243309021, 0.988783597946167, 0.9234559535980225, 0.8942971229553223, 0.7024310827255249]"
1107,"[[60.635527632957285, 517.0618259849731], [47.31333710426508, 541.1325613505533], [51.892966957979425, 512.7537631532222], [49.85861729466638, 554.4601630251943], [62.61602982809377, 468.8648629074462], [174.0858349467433, 578.9008809504896], [140.4881389529206, 465.7204017456639], [318.60621643066406, 621.8333675986842], [280.4589227188465, 390.6182888706335], [408.0504891151606, 613.9945085881429], [396.67410446876704, 399.4507361599133], [416.08097229447475, 573.4313307766708], [417.55356063953667, 462.32636520166716], [604.3701162560042, 560.0680673407595], [575.3872377262559, 454.59523470207836], [734.942196152931, 541.9054825340162], [735.7420375735261, 448.46791828648327]]","[0.933319091796875, 0.9152113199234009, 0.9587633013725281, 0.5675076842308044, 0.8281326293945312, 0.9747116565704346, 0.2961813807487488, 0.8894965052604675, 0.9772551655769348, 0.5821052193641663, 0.9309496879577637, 0.9947014451026917, 0.9847939014434814, 0.9876351356506348, 0.9381219744682312, 0.8845139741897583, 0.7130489945411682]"
1108,"[[56.76503536313079, 529.7047475422398], [43.24498420537904, 562.1071672211424], [50.38171058477357, 519.5066431949014], [44.40053487378498, 544.6902684845993], [64.72266951272654, 478.9986737264971], [169.82610906556596, 573.2516099847675], [179.27597440675248, 442.65938644774224], [324.150332606116, 616.5665767979964], [327.94186454595524, 380.3315727562425], [397.08525120934775, 619.3190696022727], [405.89760447657386, 401.186508835788], [427.6193796202194, 543.2193036969198], [412.31801119516064, 452.48417174416863], [604.2700238338737, 554.6446468955592], [575.3529098865598, 448.24418501420456], [725.4484742408575, 541.1603717712694], [736.7573605914449, 448.64913137335526]]","[0.9777079820632935, 0.8833592534065247, 0.9443624019622803, 0.4031808376312256, 0.8246257901191711, 0.23004299402236938, 0.9930021166801453, 0.8878837823867798, 0.8651638031005859, 0.6715533137321472, 0.8946151733398438, 0.9037052392959595, 0.9531962871551514, 0.9811528325080872, 0.9453905820846558, 0.8903673887252808, 0.698245108127594]"
1109,"[[59.62108643110408, 517.9215193022951], [46.62461986098179, 545.2814626009271], [44.81502621672875, 493.6506470310631], [46.97439220339753, 538.77548290782], [64.6996415160423, 465.1535253205368], [175.31115616199583, 578.198015130878], [183.29245447558026, 428.66364547510466], [322.97101699474246, 619.0207799884121], [319.4528102431187, 371.27170544492003], [406.957635569018, 608.4840794613486], [382.10747621225755, 412.924407520933], [426.8917553923851, 541.8446401203648], [420.267182469368, 454.89553935219794], [604.8310100200564, 553.0299165716582], [579.3918668170309, 445.19372383373207], [732.5992151970087, 545.6723445910586], [734.1872194866802, 446.22000224282294]]","[0.9838829040527344, 0.920354425907135, 0.958695650100708, 0.5232090353965759, 0.8010430335998535, 0.18495792150497437, 0.9947495460510254, 0.8919047117233276, 0.8781488537788391, 0.5628324151039124, 0.651293158531189, 0.9158431887626648, 0.9840042591094971, 0.984100341796875, 0.9562270641326904, 0.8814966678619385, 0.6607048511505127]"
1110,"[[59.84872094974961, 518.8155295632102], [35.856537131376044, 538.8413716731459], [44.55465112730514, 493.2657020970395], [62.98148904844772, 523.1374056145335], [63.750001197637516, 466.5280165968899], [165.03903198242188, 574.6820331190191], [175.29594168552134, 430.05225076629785], [314.55160726502885, 608.3076469749925], [313.5678280675134, 367.5385193163128], [407.43082436849903, 604.3444181743421], [386.32838643983354, 409.34988505532294], [421.5929541476937, 536.1854604328648], [412.5689437666605, 449.9981893877093], [599.9877644028775, 540.5452512896233], [577.6750402228777, 445.5337100964414], [726.5347188905229, 544.8475289230712], [735.6389784702035, 446.1792050594348]]","[0.9800970554351807, 0.8937954306602478, 0.9489219188690186, 0.28262925148010254, 0.7858328819274902, 0.24455338716506958, 0.9939927458763123, 0.8936352729797363, 0.8824301958084106, 0.49078336358070374, 0.5255154967308044, 0.897312581539154, 0.9838900566101074, 0.49901053309440613, 0.9496643543243408, 0.8881740570068359, 0.6385816931724548]"
1111,"[[61.46012643326161, 513.5943939355002], [45.72022300542787, 523.3526582124701], [44.318280330924104, 488.4199576856987], [61.08183049046716, 523.5687518690191], [62.568298384200695, 464.2408190275493], [172.14059909554416, 575.3651304108104], [177.76164427468944, 425.8379484477796], [317.24905111623366, 607.0130810897316], [310.36764827994415, 363.33206687817733], [412.283647138019, 609.0569688714862], [391.4564428994822, 407.1010228207237], [419.7684389158737, 530.269226366253], [413.8774918844534, 445.9683797005831], [598.0583854941435, 550.5743554220245], [579.1334632163824, 441.0084292763158], [723.9139993357104, 542.448990379224], [737.1925368198129, 449.6767180958433]]","[0.9819461107254028, 0.8739565014839172, 0.9499019980430603, 0.34269458055496216, 0.760318398475647, 0.27971869707107544, 0.9941880702972412, 0.8977959156036377, 0.8743596076965332, 0.41959795355796814, 0.5169516801834106, 0.8426179885864258, 0.9846814870834351, 0.9736294746398926, 0.9615248441696167, 0.8573039174079895, 0.7022773623466492]"
1112,"[[63.67843867457191, 494.77318759169873], [47.21468078258426, 511.1374646054501], [43.36045801916788, 474.1832692999589], [45.26667980815089, 545.000274512186], [61.588670020879704, 449.2943226207386], [168.62045234857604, 572.3207858875037], [175.4997199302496, 412.4284019652736], [307.8920063639796, 602.7652532404119], [308.3634441287019, 356.22719212582234], [417.4786271383596, 612.9119668622907], [386.4100615035656, 400.356690621262], [420.0581406881643, 532.2828082947069], [417.0667918726455, 437.32886793510767], [600.989362583604, 543.1470193817285], [605.4728965315708, 453.374846974058], [724.5683210284211, 554.842117528596], [719.151480829993, 398.0688830654017]]","[0.9748439788818359, 0.8947945833206177, 0.947894811630249, 0.4435751140117645, 0.710491955280304, 0.2549532949924469, 0.9959011077880859, 0.9122251272201538, 0.8363940715789795, 0.6755434274673462, 0.6638771891593933, 0.9107170104980469, 0.9791591763496399, 0.5636212229728699, 0.9579190015792847, 0.9033992290496826, 0.9273790121078491]"
1113,"[[37.19051698196766, 487.6534698340311], [30.205343290816906, 505.17934114739086], [32.515361253605334, 463.9659856038801], [46.51400863292606, 533.8965077377393], [53.746430951495505, 425.2112458881579], [159.76352957792062, 546.3394033623654], [171.27104342261026, 397.9114879261364], [311.69896378628044, 578.7182719399484], [296.4477722700252, 344.6773255270634], [399.98620561111807, 594.82254247346], [384.85422302955806, 386.63983650755085], [414.1762259727301, 525.6825015419408], [409.64117507047433, 438.1476560163726], [607.0752696990967, 546.0975873299193], [592.4149421869322, 429.4220905212694], [719.2397647902023, 538.414703807192], [716.2704995621083, 395.3374605315724]]","[0.9338308572769165, 0.9165257215499878, 0.913685142993927, 0.4205872714519501, 0.5729910731315613, 0.9461938142776489, 0.9915593862533569, 0.8885518312454224, 0.7802104949951172, 0.35388973355293274, 0.5704066753387451, 0.839455246925354, 0.9730534553527832, 0.9466373920440674, 0.930908203125, 0.8572775721549988, 0.9101336002349854]"
